University of Connecticut, Public, CT, Waiting to decide, no decision till summer, https://www.courant.com/coronavirus/hc-news-coronavirus-uconn-fall-semester-possibly-online-20200424-tgjh2akp3rar5lqmbrbspjb744-story.html
University of Dayton, Private, OH, Planning for in-person, “pivoting toward re-opening campus in the fall” as highest priority, https://udayton.edu/president/path-forward/index.php
University of Delaware, Public, DE, Planning for in-person, “We remain cautiously optimistic that we will be in a position to welcome all students on campus this fall.”, https://www.udel.edu/udaily/2020/april/covid-19-response-community-letter-president-assanis/
University of Denver, Private, CO, Planning for in-person, “We plan to reopen with face-to-face classes when we begin our fall quarter in mid-September  as long as we can do so safely and responsibly. … We will make a final decision no later than July 15.”, https://www.du.edu/coronavirus
University of Florida, Public, FL, Waiting to decide, will announce plans by mid-July, http://www.ufl.edu/health-updates/institutional-recovery-strategy/
University of Georgia system, Public, GA, Planning for in-person, The university plans a phased  gradual reopening in the summer and will resume in-person instruction during the fall 2020 semester., https://www.redandblack.com/coronavirus/breaking-uga-anticipates-return-to-in-person-instruction-for-fall-2020/article_c1c5eb2a-8a28-11ea-a9a5-57dba27b77bc.html
University of Hawaii, Public, HI, Planning for in-person, Planning to resume in-person instruction, https://www.staradvertiser.com/2020/05/04/breaking-news/university-of-hawaii-to-resume-in-person-instruction-for-fall-semester/
University of Houston, Public, TX, Considering a range of scenarios, expects to resume face-to-face instruction  but is planning for a range of scenarios, https://cloudapps.uh.edu/sendit/w/THVLNU3k6jqJhqMQrFvJSA/YnMQUW1VLUcjNrID5m0zPA/763892ok763J41Zk892iBU72XVwolg
University of Illinois at Urbana-Champaign, Public, IL, Planning for in-person, We are planning for in-person classes to begin as scheduled., https://chicago.suntimes.com/education/2020/4/24/21234508/university-of-illinois-admission-tuition-payment-financial-aid-acceptance-coronavirus-covid-19
University of Kansas, Public, KS, Planning for in-person, “Our plan is to resume on-campus operations in some capacity this fall.”, https://coronavirus.ku.edu/sites/coronavirus.ku.edu/files/docs/Restoring%20the%20KU%20Community.pdf
University of Kentucky, Public, KY, Waiting to decide, will announce plans by mid-June, https://www.uky.edu/coronavirus/updates/how-we-reinvent-normal-our-campus
University of La Verne, Private, CA, Planning for in-person, “We are planning to resume face-to-face instruction and residence hall operation in the fall.”, https://laverne.edu/health/2020/fall-planning-and-budget-outlook/
University of Louisiana System, Public, LA, Planning for in-person, planning for in-person, https://www.wafb.com/2020/05/11/ul-system-plans-resume-in-person-classes-its-schools-this-fall/
University of Lynchburg, Private, VA, Planning for in-person, planning in-person fall classes, https://www.lynchburg.edu/about/covid-19/messages-from-president-garren/
University of Maine system, Public, ME, Planning for in-person, planning for in-person classes, https://bangordailynews.com/2020/04/21/education/maine-universities-plan-to-reopen-campus-this-fall-but-student-life-likely-wont-be-the-same/
University of Mary, Private, ND, Planning for in-person, intends to hold in-person classes in the fall, https://news.umary.edu/university-of-mary-announces-intention-to-resume-on-campus-classes-in-september/
University of Mary Hardin-Baylor, Private, TX, Planning for in-person, planning for in-person, https://go.umhb.edu/coronavirus/covid-19
University of Mary Washington, Public, VA, Planning for in-person, intends to start in-person instruction in August but says we should also be prepared for the unknown, https://www.umw.edu/advisories/2020/04/24/fall-opening-and-tuition-freeze/
University of Maryland system, Public, MD, Planning for in-person, planning to start in-person  but some larger classes may be online, https://www.baltimoresun.com/coronavirus/bs-md-johns-hopkins-pay-cuts-20200422-tjkj7pipj5f3xm5xc372wuao4u-story.html
University of Massachusets Amherst, Public, MA, Waiting to decide, expects a decision in “early summer”, https://www.youtube.com/watch?v=QIiWY6mz4lY&feature=youtu.be
University of Miami, Private, FL, Planning for in-person, Our expectation is to begin our fall semester on time and on campus  so long as we can do so safely., https://www.youtube.com/watch?v=msSIqGafFqo
University of Michigan, Public, MI, Planning for in-person, hoping to hold classes in-person, https://www.detroitnews.com/story/news/local/michigan/2020/04/23/um-hopes-students-campus-fall-wayne-state-michigan-state-lean-online/3013230001/
University of Minnesota, Public, MN, Waiting to decide, considering a range of scenarios and waiting to decide, https://www.startribune.com/university-of-minnesota-budget-envisions-multiple-scenarios-for-fall-class/570293472/
University of Missouri, Public, MO, Proposing a hybrid model, planning for in-person classes  though the system president said he is becoming less optimistic about fully opening in the fall, https://abc17news.com/news/coronavirus/2020/04/22/wednesday-updates-columbia-college-student-tests-positive-for-covid-19/; https://www.columbiamissourian.com/news/covid19/um-president-less-optimistic-about-fully-opening-in-fall-exploring-options/article_30ab8bf4-85a0-11ea-b95e-d32ca577bb0a.html
University of Missouri at Kansas City, Public, MO, Waiting to decide, expects to be on campus in the fall, https://www.umkc.edu/news/posts/2020/april/we-are-rooready-for-fall-semester-classes.html
University of Mobile, Private, AL, Planning for in-person, “plans to resume on-ground instruction and residential housing this fall”, https://umobile.edu/news/university-of-mobile-plans-to-return-to-on-campus-instruction-in-fall/
University of Montana, Public, MT, Planning for in-person, planning for in-person, https://www.umt.edu/coronavirus/communications/may7_president.php
University of Montevallo, Public, AL, Planning for in-person, planning for in-person, https://www.montevallo.edu/about-um/marcomm/coronavirus-information/may-1/
University of Nebraska system, Public, NE, Planning for in-person, The system expects to hold classes on its campuses in the fall. The chancellor of the flagship University of Nebraska at Lincoln wrote in a letter on April 24  UNL will be open in the fall for in-person instruction  taking public-health guidance  safety  and social distancing into account. Planning for in-person University of Nevada  Reno Public NV  planning for in-person fall classes, https://www.omaha.com/news/education/unl-expects-to-hold-on-campus-classes-in-the-fall-chancellor-says/article_3c549fae-b83e-5dce-b4e4-bf159513b178.html; https://www.unl.edu/chancellor/planning-for-fall-classes; https://www.unr.edu/coronavirus/messages/2020-05-04-plan-to-return-to-normal-operations
University of New England, Private, ME, Planning for in-person, planning to reopen campus in the fall, https://www.une.edu/news/2020/university-new-england-announces-plans-open-maine-campuses-fall-semester
University of New Hampshire, Public, NH, Planning for in-person, planning for in-person, https://www.unh.edu/president/person-instruction-resume-fall-semester
University of New Haven, Private, CT, Considering a range of scenarios, intends to bring students back to campus in August  but is also “exploring academic contingencies for a variety of scenarios”, https://www.newhaven.edu/coronavirus-info.php#notifications
University of North Carolina at Asheville, Private, NC, Planning for in-person, planning for in-person instruction, https://coronavirus.unca.edu/resources/academics/
University of North Carolina at Chapel Hill, Public, NC, Planning for in-person, optimistic for on-campus classes this fall  but still considering a variety of options, https://www.newsobserver.com/news/local/education/article242316001.html
University of North Carolina at Charlotte, Public, NC, Planning for in-person, will begin fall semester two weeks later than planned, https://emergency.uncc.edu/health-advisories/coronavirus-information/coronavirus-campus-updates
University of North Carolina at Greensboro, Public, NC, Planning for in-person, expects to start fall semester in-person, https://update.uncg.edu/uncg-outlook-for-fall-2020/
University of North Carolina at Pembroke, Public, NC, Planning for in-person, We fully expect and it is our present intention to be back in our classrooms  labs  and offices this fall., https://www.uncp.edu/news/uncp-plans-fall-2020-operations
University of Northern Colorado, Public, CO, Planning for in-person, planning to return to campus in the fall, https://www.unco.edu/coronavirus/messages/planning-fall-semester.aspx
University of North Texas, Public, TX, Planning for in-person, planning on safely resuming campus learning and residential life for fall 2020., https://www.unt.edu/notices/planning-be-together-again-our-beautiful-campus-message-president
University of Notre Dame, Private, IN, Waiting to decide, will announce plans by mid-June, https://ndsmcobserver.com/2020/04/notre-dame-to-announce-fall-semester-plans-mid-june/
University of Oklahoma, Public, OK, Planning for in-person, Our intention is to return to in-person educational operations on all three campuses by this fall  offering traditional instruction and residential life., http://www.ou.edu/web/news_events/articles/news_2020/letter-from-interim-president-harroz-fall-semester-plans
University of Oregon, Public, OR, Planning for in-person, The university is aiming for in-person instruction in the fall  but the president says it is unlikely that our fall quarter will look just like last fall., https://around.uoregon.edu/content/uo-making-plans-campus-instruction-fall-term
University of the Pacific, Private, CA, Planning for in-person, planning to welcome students back to its campuses in August, http://echo4.bluehornet.com/hostedemail/email.htm?CID=42181419576&ch=1B19627B7FC4A9CB523E4CAB01BB3A2C&h=20ac1e3452dc16b9b06a10c15882100c&ei=T-TMkPlNt&st=29-APR-20
University of Pennsylvania, Private, PA, Proposing a hybrid model, “planning for a likely combination of in-class and virtual teaching.”, https://coronavirus.upenn.edu/
University of Pittsburgh, Public, PA, Considering a range of scenarios, says back to normal probably is not likely for the fall, https://www.post-gazette.com/news/education/2020/04/16/Pitt-academic-calendar-university-students-Pittsburgh-fall-semester-coronavirus/stories/202004160183
University of Portland, Private, OR, Planning for in-person, The university's goal is to operate in-person  but the president said it may adjust the academic calendar and conduct some or all of our instruction in an online format if absolutely necessary., https://www.upbeacon.com/article/2020/04/university-of-portland-considering-late-start-to-fall-semester
University of Redlands, Private, CA, Considering a range of scenarios, planning a range of options  and expects an update by mid-June, https://www.redlands.edu/coronavirus-resources/message-29-on-429-considering-options-for-reopening-campuses/
University of Richmond, Private, VA, Considering a range of scenarios, intends , https://www.richmond.edu/coronavirus/messages/index.html
University of Rochester, Private, NY, Considering a range of scenarios, making plans to offer two full semesters of instruction to our undergraduate and graduate students  ideally beginning with in-person orientation and classes”, https://www.rochester.edu/coronavirus-update/message-from-provost-rob-clark-regarding-the-upcoming-academic-year/
University of San Diego, Private, CA, Proposing a hybrid model, following a six-point plan for bringing students back to campus, https://www.sandiego.edu/news/detail.php?_focus=76564
University of Saint Francis, Private, IN, Planning for in-person, planning for in-person, https://news.sf.edu/2020/04/30/usf-announces-plan-to-return-to-on-campus-instruction-in-fall/
University of Scranton, Private, PA, Planning for in-person, planning for in-person fall classes, https://www.scranton.edu/covid-19/documents/summer-campus-update-4-24-20.pdf
University of South Alabama, Public, AL, Planning for in-person, planning to resume in-person classes in the fall, https://www.southalabama.edu/departments/publicrelations/pressreleases/050120reopen.html
University of Southern California, Private, CA, Waiting to decide, hopes to announce fall plans within the next two months, https://www.latimes.com/california/story/2020-04-28/usc-wont-give-partial-tuition-refunds-even-as-coronvirus-has-forced-campus-to-shift-to-online-learning
University of South Carolina, Public, SC, Planning for in-person, will conduct in-person fall classes , https://sc.edu/safety/coronavirus/
South Dakota Board of Regents, Public, SD, Planning for in-person, will resume on-campus instruction in the fall, https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch
Dakota State University, Public, SD, Planning for in-person, will resume on-campus instruction in the fall, https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch
Northern State University, Public, SD, Planning for in-person, will resume on-campus instruction in the fall, https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch
South Dakota State University, Public, SD, Planning for in-person, will resume on-campus instruction in the fall, https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch
D, Public, SD, Planning for in-person, will resume on-campus instruction in the fall, https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch
University of Southern Mississippi, Public, MS, Planning for in-person, planning for students to be on-campus in the fall, https://www.usm.edu/news/2020/release/usm-preparing-to-welcome-students-back-to-campuses-this-fall.php
University of Puget Sound, Private, WA, Planning for in-person, We plan to welcome new and returning students to campus in the fall and resume in-person courses … while adhering to public health guidelines., https://www.pugetsound.edu/emergency/coronavirus-2020/frequently-asked-questions/#normalfall
University of Tampa, Private, FL, Planning for in-person, planning for in-person, https://www.ut.edu/about-ut/university-services/office-of-public-information/fall-2020-opening
University of Tennessee system, Public, TN, Planning for in-person, planning to bring students back in the fall, https://www.utk.edu/coronavirus/updates/returning-to-campus-this-fall
Chattanooga, Public, TN, Planning for in-person, planning to bring students back in the fall, https://www.utk.edu/coronavirus/updates/returning-to-campus-this-fall
Knoxville, Public, TN, Planning for in-person, planning to bring students back in the fall, https://www.utk.edu/coronavirus/updates/returning-to-campus-this-fall
Martin, Public, TN, Planning for in-person, planning to bring students back in the fall, https://www.utk.edu/coronavirus/updates/returning-to-campus-this-fall
University of Texas system, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
Arlington, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
Austin, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
Dallas, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
El Paso, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
Permian Basin, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
Rio Grande Valley, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
San Antonio, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
Tyler, Public, TX, Planning for in-person, The UT System is planning for all institutions to hold classes on campus in the fall  and will fully comply with state and public health guidance to help ensure the health and safety of students  faculty  staff and visitors., https://www.utsystem.edu/sites/covid-19/institutional-guidance
University of Toledo, Public, OH, Planning for in-person, intends to reopen campus in the fall, http://news.utoledo.edu/index.php/05_11_2020/preparing-campus-utoledo-aims-to-open-campus-in-the-fall
University of Vermont, Public, VT, Planning for in-person, Based on information currently available  I am confident UVM will be able to return to in-person status in fall 2020  the president said., https://www.uvm.edu/newsstories/news/4/29/20-looking-fall-2020-message-president-garimella
University of Virginia, Public, VA, Waiting to decide, plans an update on fall by mid June, https://www.virginiabusiness.com/article/fall-semester-on-the-minds-of-virginias-colleges-and-universities/
University of Washington, Publiuc, WA, Proposing a hybrid model, expects to have some in-person fall classes, https://www.seattletimes.com/seattle-news/education/uw-expects-to-resume-some-in-person-classes-in-the-fall-following-coronavirus-closure/
University of West Alabama, Public, AL, Planning for in-person, expects to have in-person fall classes, https://www.uwa.edu/news/Fall2020CampusReturn
University of Wisconsin at Green Bay, Public, WI, Planning for in-person, plans to open campus in July, ”https://fox11online.com/news/coronavirus/uwgb-announces-additional-furloughs-campus-to-reopen-in-july”
University of Wisconsin at Madison, Public, WI, Considering a range of scenarios, considering a range of scenarios  including hybrid and online options, https://uwm.edu/coronavirus/updates/chancellors-update-creating-uwms-future/
University of Wisconsin at Milwaukee, Public, WI, Considering a range of scenarios, considering a range of scenarios  including hybrid and online options, https://uwm.edu/coronavirus/updates/chancellors-update-creating-uwms-future/
Utah System of Higher Education, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Dixie State University, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Salt Lake Community College, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Snow College, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
University of Utah, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Utah State University, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Utah Valley University, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Weber State University, Public, UT, Planning for in-person, intends to resume in-person classes in the fall, https://www.deseret.com/utah/2020/4/24/21234793/covid-19-reopen-public-colleges-universities-fall
Vassar College, Private, NY, Waiting to decide, waiting to decide  with an update on July 3, https://www.vassar.edu/coronavirus-updates/
Vanderbilt University, Private, TN, Proposing a hybrid model, planning for in-person with remote options, https://www.vanderbilt.edu/coronavirus/2020/05/12/may-12-2020-planning-for-the-fall-semester/
Vermont Technical College, Public, VT, Planning for in-person, planning for in-person, https://www.vtc.edu/news/update-covid-19-coronavirus
Virginia Commonwealth University, Public, VA, Planning for in-person, We have every intention of opening our fall semester in-person as long as it is safe to do so., https://www.virginiabusiness.com/article/fall-semester-on-the-minds-of-virginias-colleges-and-universities/
Virginia Tech, Public, VA, Waiting to decide, plans to announce in early June, https://vtnews.vt.edu/articles/2020/04/president-townhall-wrap-042320.html
Virginia Wesleyan University, Private, VA, Planning for in-person, planning for students to return on August 26, https://www.vwu.edu/about/news-and-events/features/story/president-miller-announces-plans-to-reopen-in-person-august-26
Wake Forest University, Private, NC, Planning for in-person, We plan to conduct fall semester classes on campus., https://coronavirus.wfu.edu/frequently-asked-questions-faqs/
Washington College, Private, MD, Planning for in-person, intends to return to in-person classes on August 31, https://www.washcoll.edu/coronavirus/
Washington State University, Public, WA, Planning for in-person, planning for in-person classes, https://twitter.com/WSU_Cougar_Pres/status/1253405998267502592
Wayne State University, Public, MI, Planning for online, leaning toward starting fall classes online, https://www.detroitnews.com/story/news/local/michigan/2020/04/23/um-hopes-students-campus-fall-wayne-state-michigan-state-lean-online/3013230001/
Waynesburg University, Private, PA, Planning for in-person, planning for in-person classes, https://www.heraldstandard.com/news/covid-19/cal-u-waynesburg-university-planning-for-in-person-fall-semesters/article_fa5bc326-9147-11ea-a1eb-1fdcec4ffea7.html
Wellesley College, Private, MA, Waiting to decide, will announce fall plans by July 1, https://blogs.wellesley.edu/announcements/2020/05/04/fall-planning-update/
West Chester University, Public, PA, Waiting to decide, expects a final decision by July 1, https://www.wcupa.edu/healthNotices/fall2020.aspx
West Liberty University, Public, WV, Planning for in-person, plans to start fall semester in-person, https://westliberty.edu/news/news/alumni/wlu-announces-plans-for-fall-semester/
West Virginia University, Public, WV, Considering a range of scenarios, exploring a range of scenarios  from in-person to entirely online, https://wvutoday.wvu.edu/stories/2020/04/23/gee-mountaineer-values-continue-to-guide-us-in-covid-19-response
Western Colorado University, Public, CO, Planning for in-person, planning for in-person, https://www.western.edu/resources-and-updates-related-covid-19-coronavirus
Western Nevada College, Public, NV, Considering a range of scenarios, The goal is to resume in-person classes for the fall  with options that allow students to attend classes on campus or via video technology., https://www.wnc.edu/covid-19/
Western New England University, Private, MA, Planning for in-person, planning for in-person, https://www1.wne.edu/news/2020/05/plan-to-resume-classes-fall-2020.cfm
Western Washington University, Public, WA, Planning for in-person, planning for in-person, https://www.wwu.edu/spring-guide/students
Westminster College, Private, MO, Planning for in-person, plans to start fall semester in-person , https://news.westminster-mo.edu/news-releases/westminster-college-confident-that-fall-2020-in-person-classes-will-take-place/
Wheaton College (Mass.), Private, MA, Planning for in-person, “We have affirmed our intention to deliver an on-campus fall semester” subject to the guidance of public-health experts., https://wheatoncollege.blog/on-campus-announcements/president/update-on-fall-semester/
Wichita State University, Public, KS, Proposing a hybrid model, plans to return to campus with a hybrid model in the fall , https://wichita.edu/about/COVID-19/shockers_united/index.php
Whitworth University, Private, WA, Planning for in-person, plans to reopen the campus and resume in-person classes, https://www.whitworth.edu/cms/administration/health-and-counseling-services/health-center/coronavirus-information/plans-to-reopen-and-resume-classes-april-28-2020/
Willamette University, Private, OR, Planning for in-person, planning for in-person instruction, https://willamette.edu/news/library/2020/04/message-to-prospective-students.html
William Jessup University, Private, CA, Planning for in-person, planning to open campus in the fall, https://jessup.edu/coronavirus-information/forward-together/
William Jewell College, Private, MO, Planning for in-person, intends to open for fall semester, https://www.jewell.edu/news-events/intention-to-open-fall-semester
Williams College, Private, MA, Waiting to decide, plans to announce by July 1, https://president.williams.edu/writings-and-remarks/letters-from-the-president/timeline-and-process-for-deciding-about-fall-2020/
Wittenberg University, Private, OH, Planning for in-person, planning for in-person, https://www.wittenberg.edu/administration/president/message-regarding-fall-return
Wofford College, Private, SC, Waiting to decide, hopes to have everyone return in the fall  with a decision to be made by early July, https://www.wofford.edu/Wofford.edu/Documents/About/News/student-parent-qa.pdf
Worcester Polytechnic Institute, Private, MA, Waiting to decide, waiting to decide, https://www.wpi.edu/news/coronavirus/faqs#campus-operations-and-contingency-planning
Worcester State University, Public, MA, Considering a range of scenarios, planning a range of scenarios, https://www.worcester.edu/Public-Health-Information/
Xavier University, Private, OH, Considering a range of scenarios, hoping to return to in-person  but planning a range of scenarios, https://www.cincinnati.com/story/news/2020/05/10/xavier-miami-hopeful-students-can-return-campus-fall-semester/3106574001/
Yale University, Private, CT, Waiting to decide, decision expected by early July, https://yaledailynews.com/blog/2020/04/22/yale-to-announce-fall-plans-by-july/
